Id,Incident_Id,Incident_Number,Incident_Date,Incident_Dayofmonth,Incident_Month_Number,Incident_Month_Name,Incident_Dayofweek_number,Incident_Dayofweek_name,Incident_Year,Incident_Time,Incident_Hour,Report_Date,Report_Dayofmonth,Report_Month_Number,Report_Month_Name,Report_Dayofweek_number,Report_Dayofweek_name,Report_Year,Report_time,Report_Hour,Incident_Code,Incident_Category,Incident_Subcategory,Incident_Description,Report_Type_Code,Report_Type_Description,Filed_Online,Police_District,Resolution,Latitude,Longitude,Point,Neighborhood,Intersection
144,1128177,220148947,2022-03-05T00:00:00,5,3,March,5,Saturday,2022,22:50:00,22,2022-03-05T00:00:00,5,3,March,5,Saturday,2022,22:50:00,22:50:00,51040,Miscellaneous,Non-Criminal,Aided Case,II,Initial,0,Richmond,Open or Active,37.7789458,-122.467354,POINT (-122.4673540114583 37.7789457958522),Inner Richmond,ANZA ST \ 09TH AVE
145,1142127,220253358,2022-04-18T00:00:00,18,4,April,0,Monday,2022,15:50:00,15,2022-04-18T00:00:00,18,4,April,0,Monday,2022,15:53:00,15:53:00,68000,Fire Report,Fire Report,Fire Report,II,Initial,0,Mission,Open or Active,37.76403892,-122.4227749,POINT (-122.42277486654204 37.764038921203024),Mission,ALBION ST \ CAMP ST
146,1151397,220323848,2022-05-18T00:00:00,18,5,May,2,Wednesday,2022,03:26:00,3,2022-05-18T00:00:00,18,5,May,2,Wednesday,2022,03:36:00,03:36:00,4136,Assault,Simple Assault,Battery with Serious Injuries,II,Initial,0,Mission,Open or Active,37.75543694,-122.4187476,POINT (-122.41874757531652 37.75543693568604),Mission,22ND ST \ MISSION ST
147,1137745,220222563,2022-04-05T00:00:00,5,4,April,1,Tuesday,2022,13:34:00,13,2022-04-05T00:00:00,5,4,April,1,Tuesday,2022,13:34:00,13:34:00,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",II,Initial,0,Mission,Cite or Arrest Adult,37.76919855,-122.4177829,POINT (-122.4177829388001 37.7691985467523),Mission,SOUTH VAN NESS AVE \ ERIE ST
148,1125321,220126175,2021-12-07T00:00:00,7,12,December,1,Tuesday,2021,16:21:00,16,2021-12-07T00:00:00,7,12,December,1,Tuesday,2021,16:21:00,16:21:00,68050,Traffic Collision,Traffic Collision,Traffic Collision,II,Initial,0,Bayview,Open or Active,37.75058076,-122.4021835,POINT (-122.40218351932117 37.750580761479114),Bayview Hunters Point,26TH ST \ KANSAS ST
149,1121005,220096233,2022-02-11T00:00:00,11,2,February,4,Friday,2022,18:29:00,18,2022-02-11T00:00:00,11,2,February,4,Friday,2022,18:29:00,18:29:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Ingleside,Open or Active,37.71119011,-122.4070133,POINT (-122.40701331562076 37.71119011234294),Visitacion Valley,VISITACION AVE \ PEABODY ST
150,1130291,220164777,2022-03-12T00:00:00,12,3,March,5,Saturday,2022,11:50:00,11,2022-03-12T00:00:00,12,3,March,5,Saturday,2022,12:06:00,12:06:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Bayview,Cite or Arrest Adult,37.74289681,-122.3970013,POINT (-122.3970013283792 37.7428968146528),Bayview Hunters Point,JERROLD AVE \ SELBY ST
151,1150152,220314110,2022-05-12T00:00:00,12,5,May,3,Thursday,2022,21:00:00,21,2022-05-14T00:00:00,14,5,May,5,Saturday,2022,01:46:00,01:46:00,71000,Property Crimes,Lost Property,Lost Property,II,Initial,0,Mission,Open or Active,37.76485895,-122.4228534,POINT (-122.42285341516849 37.764858949225236),Mission,ALBION ST \ 16TH ST
152,1147352,220293053,2022-05-04T00:00:00,4,5,May,2,Wednesday,2022,21:04:00,21,2022-05-04T00:00:00,4,5,May,2,Wednesday,2022,21:04:00,21:04:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Mission,Open or Active,37.7525637,-122.4427289,POINT (-122.44272886133407 37.75256369818553),Twin Peaks,ARGENT ALY \ MARKET ST
153,1138749,220228878,2022-04-07T00:00:00,7,4,April,3,Thursday,2022,20:26:00,20,2022-04-07T00:00:00,7,4,April,3,Thursday,2022,20:49:00,20:49:00,5053,Property Crimes,Burglary - Commercial,"Burglary, Store, Unlawful Entry",II,Initial,0,Mission,Open or Active,37.75383659,-122.4185939,POINT (-122.41859394629981 37.753836586731786),Mission,23RD ST \ MISSION ST
154,1168112,220445680,2022-07-07T00:00:00,7,7,July,3,Thursday,2022,01:29:00,1,2022-07-07T00:00:00,7,7,July,3,Thursday,2022,01:31:00,01:31:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.7812188,-122.4339732,POINT (-122.43397315831692 37.78121880145902),Western Addition,STEINER ST \ EDDY ST
155,1147087,220290833,2022-05-04T00:00:00,4,5,May,2,Wednesday,2022,06:30:00,6,2022-05-04T00:00:00,4,5,May,2,Wednesday,2022,06:34:00,06:34:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Southern,Open or Active,37.77189718,-122.3912842,POINT (-122.3912842490853 37.77189717582161),Mission Bay,04TH ST \ CHINA BASIN ST
156,1141793,220250332,2022-04-17T00:00:00,17,4,April,6,Sunday,2022,05:13:00,5,2022-04-17T00:00:00,17,4,April,6,Sunday,2022,05:13:00,05:13:00,64070,Suspicious,Suspicious Occ,Suspicious Occurrence,II,Initial,0,Northern,Open or Active,37.79128889,-122.4225149,POINT (-122.4225149453702 37.79128889031163),Nob Hill,VAN NESS AVE \ SACRAMENTO ST
157,1135366,220204947,2019-06-01T00:00:00,1,6,June,5,Saturday,2019,00:00:00,0,2022-03-29T00:00:00,29,3,March,1,Tuesday,2022,10:45:00,10:45:00,68030,Police Interaction Incidents,Courtesy Report,Courtesy Report,II,Initial,0,Out of SF,Open or Active,37.77346692,-122.3914343,POINT (-122.39143433652146 37.773466920607476),Mission Bay,04TH ST \ LONG BRIDGE ST
158,1140360,220240430,2022-04-12T00:00:00,12,4,April,1,Tuesday,2022,17:30:00,17,2022-04-12T00:00:00,12,4,April,1,Tuesday,2022,18:45:00,18:45:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Taraval,Open or Active,37.76066132,-122.5005673,POINT (-122.50056732806607 37.76066131968676),Sunset/Parkside,41ST AVE \ JUDAH ST
159,1167337,220439570,2022-07-04T00:00:00,4,7,July,0,Monday,2022,23:45:00,23,2022-07-05T00:00:00,5,7,July,1,Tuesday,2022,01:00:00,01:00:00,26030,Arson,Arson,Arson,II,Initial,0,Mission,Open or Active,37.75262859,-122.4118998,POINT (-122.41189982277923 37.752628589044264),Mission,24TH ST \ HARRISON ST
160,1156241,220356316,2022-05-27T00:00:00,27,5,May,4,Friday,2022,08:40:00,8,2022-05-31T00:00:00,31,5,May,1,Tuesday,2022,15:15:00,15:15:00,64070,Suspicious,Suspicious Occ,Suspicious Occurrence,II,Initial,0,Northern,Open or Active,37.80341264,-122.423275,POINT (-122.4232749629552 37.80341263868431),Russian Hill,FRANCISCO ST \ POLK ST
161,1128123,220148339,2022-03-05T00:00:00,5,3,March,5,Saturday,2022,17:13:00,17,2022-03-05T00:00:00,5,3,March,5,Saturday,2022,17:14:00,17:14:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Richmond,Cite or Arrest Adult,37.77918671,-122.4620024,POINT (-122.46200237105852 37.779186711053285),Inner Richmond,04TH AVE \ ANZA ST
162,1228719,220888228,2022-12-28T00:00:00,28,12,December,2,Wednesday,2022,12:36:00,12,2022-12-28T00:00:00,28,12,December,2,Wednesday,2022,12:36:00,12:36:00,64070,Suspicious,Suspicious Occ,Suspicious Occurrence,II,Initial,0,Mission,Open or Active,37.76149116,-122.4250249,POINT (-122.42502485656384 37.76149115611754),Mission,OAKWOOD ST \ 18TH ST
163,1141376,220248111,2022-04-15T00:00:00,15,4,April,4,Friday,2022,22:45:00,22,2022-04-16T00:00:00,16,4,April,5,Saturday,2022,01:26:00,01:26:00,27195,Miscellaneous,Trespass,Trespassing,II,Initial,0,Mission,Open or Active,37.75243964,-122.4151723,POINT (-122.41517229045435 37.752439644389675),Mission,24TH ST \ SHOTWELL ST
164,1156022,220354605,2022-05-30T00:00:00,30,5,May,0,Monday,2022,18:42:00,18,2022-05-30T00:00:00,30,5,May,0,Monday,2022,20:05:00,20:05:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Tenderloin,Open or Active,37.78486624,-122.4127821,POINT (-122.41278212939851 37.7848662445387),Tenderloin,ELLIS ST \ JONES ST
165,1185350,220571360,2022-08-24T00:00:00,24,8,August,2,Wednesday,2022,14:38:00,14,2022-08-24T00:00:00,24,8,August,2,Wednesday,2022,15:34:00,15:34:00,16010,Drug-related Incidents,Drug Violation,Marijuana Offense,II,Initial,0,Ingleside,Open or Active,37.72378785,-122.4364493,POINT (-122.43644931563453 37.72378784588648),Outer Mission,PERSIA AVE \ OCEAN AVE
166,1169944,220459164,2022-07-12T00:00:00,12,7,July,1,Tuesday,2022,09:34:00,9,2022-07-12T00:00:00,12,7,July,1,Tuesday,2022,09:39:00,09:39:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Central,Open or Active,37.80748251,-122.413975,POINT (-122.41397500878728 37.80748251193778),North Beach,MASON ST \ BEACH ST
167,1160043,220384317,2022-06-12T00:00:00,12,6,June,6,Sunday,2022,04:10:00,4,2022-06-12T00:00:00,12,6,June,6,Sunday,2022,04:11:00,04:11:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Northern,Open or Active,37.78869905,-122.4203069,POINT (-122.42030688368688 37.788699045143865),Nob Hill,POLK ST \ BUSH ST
168,1185480,220572603,2022-08-25T00:00:00,25,8,August,3,Thursday,2022,04:00:00,4,2022-08-25T00:00:00,25,8,August,3,Thursday,2022,04:34:00,04:34:00,4170,Assault,Simple Assault,False Imprisonment,II,Initial,0,Southern,Open or Active,37.77250282,-122.4226197,POINT (-122.42261969178954 37.77250281646585),Mission,VALENCIA ST \ MARKET ST
169,1154119,220341226,2022-05-25T00:00:00,25,5,May,2,Wednesday,2022,06:27:00,6,2022-05-25T00:00:00,25,5,May,2,Wednesday,2022,06:57:00,06:57:00,51040,Miscellaneous,Non-Criminal,Aided Case,II,Initial,0,Southern,Open or Active,37.77630595,-122.4072897,POINT (-122.40728965907793 37.77630595203942),South of Market,07TH ST \ CLEVELAND ST
170,1163684,220411330,2022-06-22T00:00:00,22,6,June,2,Wednesday,2022,15:50:00,15,2022-06-23T00:00:00,23,6,June,3,Thursday,2022,15:51:00,15:51:00,9027,Fraudulent Activities,Fraud,False Personation,II,Initial,0,Southern,Cite or Arrest Adult,37.77860429,-122.4023848,POINT (-122.40238482677081 37.778604289452616),South of Market,MERLIN ST \ HARRISON ST
171,1141631,220250263,2022-04-17T00:00:00,17,4,April,6,Sunday,2022,03:05:00,3,2022-04-17T00:00:00,17,4,April,6,Sunday,2022,03:13:00,03:13:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Richmond,Open or Active,37.77738032,-122.4607963,POINT (-122.4607963421444 37.77738032456536),Inner Richmond,03RD AVE \ BALBOA ST
172,1144980,220275164,2022-04-11T00:00:00,11,4,April,0,Monday,2022,12:00:00,12,2022-04-27T00:00:00,27,4,April,2,Wednesday,2022,16:26:00,16:26:00,74000,Police Interaction Incidents,Missing Adult,Missing Adult,II,Initial,0,Out of SF,Open or Active,37.78393258,-122.4125953,POINT (-122.41259527758581 37.7839325760642),Tenderloin,EDDY ST \ JONES ST
173,1144156,220269139,2022-04-24T00:00:00,24,4,April,6,Sunday,2022,23:00:00,23,2022-04-25T00:00:00,25,4,April,0,Monday,2022,07:56:00,07:56:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.79900005,-122.4426479,POINT (-122.44264789818902 37.79900004908356),Marina,DIVISADERO ST \ LOMBARD ST
174,1143949,220268363,2022-04-24T00:00:00,24,4,April,6,Sunday,2022,16:30:00,16,2022-04-24T00:00:00,24,4,April,6,Sunday,2022,17:45:00,17:45:00,72000,Miscellaneous,Non-Criminal,Found  Property,II,Initial,0,Mission,Open or Active,37.75197162,-122.4228788,POINT (-122.4228788338116 37.751971624347846),Mission,24TH ST \ GUERRERO ST
175,1155852,220353033,2022-05-30T00:00:00,30,5,May,0,Monday,2022,07:25:00,7,2022-05-30T00:00:00,30,5,May,0,Monday,2022,07:53:00,07:53:00,26030,Arson,Arson,Arson,II,Initial,0,Mission,Open or Active,37.76491738,-122.4218864,POINT (-122.42188644715362 37.76491737717617),Mission,VALENCIA ST \ 16TH ST
176,1158696,220374619,2022-06-08T00:00:00,8,6,June,2,Wednesday,2022,07:55:00,7,2022-06-08T00:00:00,8,6,June,2,Wednesday,2022,07:58:00,07:58:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Cite or Arrest Adult,37.78556385,-122.4297826,POINT (-122.42978259351794 37.78556384617361),Japantown,POST ST \ BUCHANAN ST
177,1146276,220283537,2022-05-01T00:00:00,1,5,May,6,Sunday,2022,03:00:00,3,2022-05-01T00:00:00,1,5,May,6,Sunday,2022,05:09:00,05:09:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Bayview,Open or Active,37.72857432,-122.405091,POINT (-122.40509101928248 37.728574319743224),Portola,GIRARD ST \ BURROWS ST
178,1139116,220231097,2022-04-08T00:00:00,8,4,April,4,Friday,2022,17:49:00,17,2022-04-08T00:00:00,8,4,April,4,Friday,2022,18:04:00,18:04:00,61030,Miscellaneous,Other,"Death Report, Cause Unknown",II,Initial,0,Mission,Open or Active,37.76478345,-122.4241027,POINT (-122.42410268505228 37.764783451283925),Mission,16TH ST \ GUERRERO ST
179,1171323,220469511,2022-07-15T00:00:00,15,7,July,4,Friday,2022,21:29:00,21,2022-07-15T00:00:00,15,7,July,4,Friday,2022,21:29:00,21:29:00,3071,Robbery,Robbery - Other,"Robbery, W/ Gun",II,Initial,0,Richmond,Open or Active,37.78239164,-122.4473015,POINT (-122.44730151526936 37.78239164108496),Lone Mountain/USF,GEARY BLVD \ MASONIC AVE
180,1168193,226114213,2022-07-04T00:00:00,4,7,July,0,Monday,2022,00:00:00,0,2022-07-05T00:00:00,5,7,July,1,Tuesday,2022,11:01:00,11:01:00,6374,Property Crimes,Larceny Theft - Other,"Theft, Other Property, >$950",CI,Coplogic Initial,1,Mission,Open or Active,37.76156567,-122.4238007,POINT (-122.42380067197969 37.76156567221035),Mission,18TH ST \ GUERRERO ST
181,1153448,220335025,2022-05-21T00:00:00,21,5,May,5,Saturday,2022,20:13:00,20,2022-05-22T00:00:00,22,5,May,6,Sunday,2022,16:24:00,16:24:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Southern,Open or Active,37.8245243,-122.3755931,POINT (-122.37559311370266 37.82452429749066),Treasure Island,AVENUE B \ HALIBUT CT
182,1153067,220333950,2022-05-22T00:00:00,22,5,May,6,Sunday,2022,01:20:00,1,2022-05-22T00:00:00,22,5,May,6,Sunday,2022,01:21:00,01:21:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Southern,Open or Active,37.78179877,-122.3983411,POINT (-122.39834110837147 37.78179876714438),South of Market,HARRISON ST \ LAPU-LAPU ST
183,1153266,220335150,2022-05-22T00:00:00,22,5,May,6,Sunday,2022,17:05:00,17,2022-05-22T00:00:00,22,5,May,6,Sunday,2022,17:12:00,17:12:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Tenderloin,Open or Active,37.78423574,-122.4177068,POINT (-122.4177067508564 37.78423573864025),Tenderloin,ELLIS ST \ LARKIN ST
184,1186621,220580640,2022-08-28T00:00:00,28,8,August,6,Sunday,2022,05:13:00,5,2022-08-28T00:00:00,28,8,August,6,Sunday,2022,05:13:00,05:13:00,26031,Arson,Arson,Arson of Vehicle,II,Initial,0,Central,Open or Active,37.79067278,-122.4122662,POINT (-122.41226618818563 37.79067278294602),Nob Hill,TAYLOR ST \ PINE ST
185,1214939,220786650,2022-10-30T00:00:00,30,10,October,6,Sunday,2022,03:00:00,3,2022-11-15T00:00:00,15,11,November,1,Tuesday,2022,15:09:00,15:09:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.79238325,-122.4210529,POINT (-122.42105287513705 37.792383252181914),Russian Hill,POLK ST \ CLAY ST
186,1173764,220486521,2022-07-22T00:00:00,22,7,July,4,Friday,2022,15:38:00,15,2022-07-22T00:00:00,22,7,July,4,Friday,2022,15:38:00,15:38:00,65015,Miscellaneous,Other,"Driving, No License Issued",II,Initial,0,Mission,Cite or Arrest Adult,37.76640577,-122.4242581,POINT (-122.42425811457072 37.766405766276556),Mission,15TH ST \ GUERRERO ST
187,1192876,220624066,2022-09-13T00:00:00,13,9,September,1,Tuesday,2022,09:05:00,9,2022-09-13T00:00:00,13,9,September,1,Tuesday,2022,09:11:00,09:11:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Mission,Open or Active,37.75863257,-122.4190526,POINT (-122.41905260777229 37.75863256660654),Mission,20TH ST \ MISSION ST
188,1160859,220390483,2022-06-14T00:00:00,14,6,June,1,Tuesday,2022,15:12:00,15,2022-06-14T00:00:00,14,6,June,1,Tuesday,2022,15:20:00,15:20:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Central,Open or Active,37.78724521,-122.4166387,POINT (-122.4166386980169 37.787245209374895),Nob Hill,POST ST \ HYDE ST
189,1174176,220490055,2022-07-24T00:00:00,24,7,July,6,Sunday,2022,10:30:00,10,2022-07-24T00:00:00,24,7,July,6,Sunday,2022,10:55:00,10:55:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.77397252,-122.4308247,POINT (-122.43082471432069 37.77397251992769),Hayes Valley,OAK ST \ FILLMORE ST
190,1167960,220424684,2022-06-01T00:00:00,1,6,June,2,Wednesday,2022,10:43:00,10,2022-06-02T00:00:00,2,6,June,3,Thursday,2022,02:48:00,02:48:00,9164,Fraudulent Activities,Fraud,"Access Card Information, Theft of",II,Initial,0,Out of SF,Open or Active,37.77346692,-122.3914343,POINT (-122.39143433652146 37.773466920607476),Mission Bay,04TH ST \ LONG BRIDGE ST
191,1172920,220480874,2022-07-20T00:00:00,20,7,July,2,Wednesday,2022,13:40:00,13,2022-07-20T00:00:00,20,7,July,2,Wednesday,2022,13:46:00,13:46:00,64010,Miscellaneous,Other,"Dog, Bite or Attack",II,Initial,0,Mission,Open or Active,37.75220444,-122.4190175,POINT (-122.4190175437401 37.75220444116967),Mission,24TH ST \ OSAGE ALY
192,1164319,220416299,2022-06-17T00:00:00,17,6,June,4,Friday,2022,17:50:00,17,2022-06-25T00:00:00,25,6,June,5,Saturday,2022,12:17:00,12:17:00,71000,Property Crimes,Lost Property,Lost Property,II,Initial,0,Central,Open or Active,37.7940603,-122.4079033,POINT (-122.40790330315696 37.79406029645113),Chinatown,STOCKTON ST \ CLAY ST
193,1185549,220573037,2022-08-24T00:00:00,24,8,August,2,Wednesday,2022,15:00:00,15,2022-08-25T00:00:00,25,8,August,3,Thursday,2022,10:24:00,10:24:00,71000,Property Crimes,Lost Property,Lost Property,II,Initial,0,Bayview,Open or Active,37.70802018,-122.4124968,POINT (-122.41249676853343 37.70802018416812),Visitacion Valley,VELASCO AVE \ SCHWERIN ST
194,1199640,220676396,2022-10-02T00:00:00,2,10,October,6,Sunday,2022,22:36:00,22,2022-10-02T00:00:00,2,10,October,6,Sunday,2022,23:44:00,23:44:00,62071,Warrant,Other,Probation Search,II,Initial,0,Park,Open or Active,37.77021017,-122.445345,POINT (-122.44534499148274 37.77021017395845),Haight Ashbury,HAIGHT ST \ MASONIC AVE
195,1198442,220667016,2022-09-29T00:00:00,29,9,September,3,Thursday,2022,11:35:00,11,2022-09-29T00:00:00,29,9,September,3,Thursday,2022,11:46:00,11:46:00,26080,Miscellaneous,Other,Conspiracy,II,Initial,0,Northern,Open or Active,37.78430273,-122.4210175,POINT (-122.42101751556473 37.78430272931328),Tenderloin,VAN NESS AVE \ OLIVE ST
196,1186064,220575635,2022-08-26T00:00:00,26,8,August,4,Friday,2022,07:44:00,7,2022-08-26T00:00:00,26,8,August,4,Friday,2022,07:44:00,07:44:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Northern,Open or Active,37.8012357,-122.4329576,POINT (-122.43295762803383 37.80123569763512),Marina,BUCHANAN ST \ CHESTNUT ST
197,1143879,220267553,2022-04-24T00:00:00,24,4,April,6,Sunday,2022,10:58:00,10,2022-04-24T00:00:00,24,4,April,6,Sunday,2022,11:07:00,11:07:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Central,Open or Active,37.78693971,-122.4115158,POINT (-122.41151576847024 37.78693970570657),Tenderloin,GEARY ST \ TAYLOR ST
198,1187583,220587505,2022-08-30T00:00:00,30,8,August,1,Tuesday,2022,20:15:00,20,2022-08-30T00:00:00,30,8,August,1,Tuesday,2022,20:30:00,20:30:00,3074,Robbery,Robbery - Other,"Robbery, W/ Force",II,Initial,0,Mission,Open or Active,37.76560584,-122.4104867,POINT (-122.41048669029503 37.76560583760297),Mission,16TH ST \ BRYANT ST
199,1199931,220678881,2022-05-01T00:00:00,1,5,May,6,Sunday,2022,12:00:00,12,2022-10-03T00:00:00,3,10,October,0,Monday,2022,19:05:00,19:05:00,9027,Fraudulent Activities,Fraud,False Personation,II,Initial,0,Tenderloin,Open or Active,37.78423574,-122.4177068,POINT (-122.4177067508564 37.78423573864025),Tenderloin,ELLIS ST \ LARKIN ST
200,1215463,220789999,2022-11-16T00:00:00,16,11,November,2,Wednesday,2022,18:49:00,18,2022-11-16T00:00:00,16,11,November,2,Wednesday,2022,18:56:00,18:56:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.78080177,-122.4372601,POINT (-122.43726005920409 37.78080176962032),Western Addition,EDDY ST \ SCOTT ST
201,1200191,220680488,2022-09-22T00:00:00,22,9,September,3,Thursday,2022,13:00:00,13,2022-10-04T00:00:00,4,10,October,1,Tuesday,2022,13:09:00,13:09:00,71013,Property Crimes,Theft From Vehicle,"License Plate, Stolen",VI,Vehicle Initial,0,Taraval,Open or Active,37.74075807,-122.4852046,POINT (-122.48520463585236 37.74075806778127),Sunset/Parkside,ULLOA ST \ 28TH AVE
202,1214876,220785840,2022-11-15T00:00:00,15,11,November,1,Tuesday,2022,09:08:00,9,2022-11-15T00:00:00,15,11,November,1,Tuesday,2022,09:14:00,09:14:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Southern,Open or Active,37.77129635,-122.4054247,POINT (-122.40542473566995 37.77129635185078),South of Market,BRANNAN ST \ 08TH ST
203,1169822,220458439,2022-07-11T00:00:00,11,7,July,0,Monday,2022,23:14:00,23,2022-07-11T00:00:00,11,7,July,0,Monday,2022,23:14:00,23:14:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Bayview,Open or Active,37.71883436,-122.3974787,POINT (-122.39747873558031 37.718834357405456),Bayview Hunters Point,03RD ST \ LE CONTE AVE
204,1199461,220674635,2022-10-02T00:00:00,2,10,October,6,Sunday,2022,09:55:00,9,2022-10-02T00:00:00,2,10,October,6,Sunday,2022,09:55:00,09:55:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Mission,Exceptional Adult,37.76560584,-122.4104867,POINT (-122.41048669029503 37.76560583760297),Mission,16TH ST \ BRYANT ST
205,1199183,220672479,2022-09-28T00:00:00,28,9,September,2,Wednesday,2022,00:01:00,0,2022-10-01T00:00:00,1,10,October,5,Saturday,2022,11:25:00,11:25:00,61030,Miscellaneous,Other,"Death Report, Cause Unknown",II,Initial,0,Richmond,Open or Active,37.78373715,-122.4882174,POINT (-122.48821744658856 37.78373715070546),Seacliff,28TH AVE \ CALIFORNIA ST
206,1200641,220683909,2022-10-05T00:00:00,5,10,October,2,Wednesday,2022,16:04:00,16,2022-10-05T00:00:00,5,10,October,2,Wednesday,2022,16:11:00,16:11:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Central,Cite or Arrest Adult,37.80748251,-122.413975,POINT (-122.41397500878728 37.80748251193778),North Beach,MASON ST \ BEACH ST
207,1202496,220701012,2022-10-11T00:00:00,11,10,October,1,Tuesday,2022,18:00:00,18,2022-10-12T00:00:00,12,10,October,2,Wednesday,2022,07:53:00,07:53:00,27195,Miscellaneous,Trespass,Trespassing,II,Initial,0,Central,Open or Active,37.78973991,-122.4120759,POINT (-122.41207586899405 37.78973990611221),Nob Hill,TAYLOR ST \ BUSH ST
208,1174275,220491376,2022-07-24T00:00:00,24,7,July,6,Sunday,2022,21:30:00,21,2022-07-24T00:00:00,24,7,July,6,Sunday,2022,21:49:00,21:49:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Central,Open or Active,37.7885982,-122.4135414,POINT (-122.41354144348315 37.7885982027112),Nob Hill,SUTTER ST \ JONES ST
209,1176758,220507111,2022-07-30T00:00:00,30,7,July,5,Saturday,2022,11:00:00,11,2022-07-30T00:00:00,30,7,July,5,Saturday,2022,21:31:00,21:31:00,74000,Police Interaction Incidents,Missing Adult,Missing Adult,II,Initial,0,Bayview,Open or Active,37.72275218,-122.3954052,POINT (-122.39540516618375 37.722752176282405),Bayview Hunters Point,03RD ST \ KEITH ST
210,1175824,220501317,2022-07-28T00:00:00,28,7,July,3,Thursday,2022,16:04:00,16,2022-07-28T00:00:00,28,7,July,3,Thursday,2022,16:09:00,16:09:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Mission,Open or Active,37.75300403,-122.4063362,POINT (-122.40633623830558 37.75300402962228),Mission,24TH ST \ POTRERO AVE
211,1170968,220465848,2022-07-14T00:00:00,14,7,July,3,Thursday,2022,16:00:00,16,2022-07-14T00:00:00,14,7,July,3,Thursday,2022,16:09:00,16:09:00,64020,Miscellaneous,Other,Mental Health Detention,II,Initial,0,Mission,Open or Active,37.76499627,-122.4205806,POINT (-122.42058060938771 37.76499626872751),Mission,HOFF ST \ 16TH ST
212,1174784,220494314,2022-07-26T00:00:00,26,7,July,1,Tuesday,2022,06:30:00,6,2022-07-26T00:00:00,26,7,July,1,Tuesday,2022,07:14:00,07:14:00,72000,Miscellaneous,Non-Criminal,Found  Property,II,Initial,0,Mission,Open or Active,37.75143716,-122.4318767,POINT (-122.43187668590397 37.751437158318524),Noe Valley,NOE ST \ 24TH ST
213,1187599,220587709,2022-08-30T00:00:00,30,8,August,1,Tuesday,2022,21:50:00,21,2022-08-30T00:00:00,30,8,August,1,Tuesday,2022,21:56:00,21:56:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Southern,Cite or Arrest Adult,37.77769966,-122.4046055,POINT (-122.40460550711119 37.777699658507856),South of Market,CLARA ST \ 06TH ST
214,1174961,220495522,2022-07-26T00:00:00,26,7,July,1,Tuesday,2022,09:00:00,9,2022-07-26T00:00:00,26,7,July,1,Tuesday,2022,14:28:00,14:28:00,75000,Police Interaction Incidents,Missing Person,Found Person,II,Initial,0,Central,Open or Active,37.79278407,-122.4143819,POINT (-122.41438190897125 37.792784068921534),Nob Hill,PLEASANT ST \ JONES ST
215,1191376,220613398,2022-09-09T00:00:00,9,9,September,4,Friday,2022,06:30:00,6,2022-09-09T00:00:00,9,9,September,4,Friday,2022,06:54:00,06:54:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Central,Open or Active,37.78911017,-122.4170169,POINT (-122.41701687926658 37.789110174829865),Nob Hill,HYDE ST \ BUSH ST
216,1240714,230080210,2023-02-02T00:00:00,2,2,February,3,Thursday,2023,09:00:00,9,2023-02-02T00:00:00,2,2,February,3,Thursday,2023,18:28:00,18:28:00,19089,Disorderly Conduct,Other,Incident On School Grounds,II,Initial,0,Mission,Open or Active,37.74982978,-122.4317169,POINT (-122.4317169330973 37.74982977810765),Noe Valley,25TH ST \ NOE ST
